pressure,maxtemp,dewpoint,humidity,cloud,sunshine,winddirection,windspeed,rainfall,month,day_sin,day_cos,temp_range,temp_dew_diff,humidity_cloud_ratio,sunshine_cloud_ratio,gap_before_rain,gap_after_rain
1016.7000122070312,18.2,14.7,90.0,100.0,0.0,40.0,23.299999237060547,1.0,1,0.03442161162274574,0.9994074007397048,2.8000011,1.5999994,0.899990975856781,0.0,11.0,2.0
1012.0,20.8,4.8,75.0,88.0,3.8,40.0,29.600000381469727,1.0,1,0.051619667223253764,0.998666816288476,5.0999994,8.199995,0.8522630333900452,0.04318132624030113,12.0,1.0
1016.4000244140625,16.7,11.4,79.0,91.0,0.0,60.0,48.562498688697815,1.0,1,0.051619667223253764,0.998666816288476,2.000001,4.200001,0.8681223392486572,0.0,12.5,0.0
1013.5,23.2,16.0,79.0,81.0,0.0,60.0,48.562498688697815,1.0,1,0.051619667223253764,0.998666816288476,5.700001,2.0,0.9752966165542603,0.0,12.5,0.0
1015.2000122070312,25.0,19.9,76.0,61.0,8.8,90.0,14.100000381469727,0.0,1,0.051619667223253764,0.998666816288476,1.3999996,4.0,1.245881199836731,0.14425992965698242,0.0,7.0
1014.9000244140625,16.4,14.0,96.0,100.0,0.0,50.0,48.562498688697815,1.0,1,0.051619667223253764,0.998666816288476,2.0,1.3000002,0.959990382194519,0.0,0.0,6.0
1024.0999755859375,19.4,9.3,75.0,47.0,8.3,70.0,18.100000381469727,1.0,1,0.051619667223253764,0.998666816288476,4.799999,6.8,1.4382850229740143,0.17659199237823486,1.0,5.0
1017.7000122070312,20.9,18.0,87.0,91.0,0.0,70.0,48.562498688697815,1.0,1,0.051619667223253764,0.998666816288476,2.0,1.2999992,0.95603346824646,0.0,2.0,4.0
1013.4000244140625,18.1,16.8,95.0,95.0,0.0,60.0,35.599998474121094,1.0,1,0.06880242680231986,0.9976303053065857,1.2000008,1.0,0.9999894499778748,0.0,3.0,3.0
1014.9000244140625,18.6,16.8,95.0,95.0,0.0,20.0,48.562498688697815,1.0,1,0.06880242680231986,0.9976303053065857,1.7000008,0.5,0.9999894499778748,0.0,4.0,2.0
1022.9000244140625,16.2,12.1,84.0,80.0,0.4,20.0,48.562498688697815,1.0,1,0.06880242680231986,0.9976303053065857,4.6000004,1.1999998,1.0499868392944336,0.004999937489628792,5.0,1.0
1031.5375213623047,17.3,16.6,73.0,83.0,0.0,30.0,19.299999237060547,1.0,1,0.06880242680231986,0.9976303053065857,0.5999985,0.69999886,0.8795074820518494,0.0,6.0,0.0
1007.9000244140625,33.0,25.1,78.0,67.0,5.7,220.0,12.5,1.0,1,0.06880242680231986,0.9976303053065857,5.200001,5.0,1.1641616821289062,0.08507335186004639,7.0,1.0
1020.0,21.1,14.0,75.0,56.0,3.3,60.0,48.562498688697815,0.0,1,0.06880242680231986,0.9976303053065857,4.5,4.3999996,1.339261770248413,0.058927517384290695,0.0,0.0
1014.2999877929688,15.6,7.8,78.0,77.0,3.5,20.0,41.29999923706055,0.0,1,0.06880242680231986,0.9976303053065857,5.6000004,6.0,1.0129739046096802,0.04545395448803902,1.0,0.0
1022.0999755859375,15.9,10.3,74.0,81.0,2.1,50.0,28.200000762939453,1.0,1,0.08596479873744647,0.9962981749346078,3.6999998,2.8000002,0.9135689735412598,0.02592560462653637,0.0,1.0
1021.7999877929688,21.3,9.6,60.5,45.0,3.6,40.0,24.799999237060547,0.0,1,0.08596479873744647,0.9962981749346078,6.0999994,8.199995,1.1555298566818237,0.07999821752309799,0.0,0.0
1022.4000244140625,12.1,4.499998,75.0,68.0,6.0,70.0,27.600000381469727,0.0,1,0.08596479873744647,0.9962981749346078,0.9000006,8.199995,1.1029249429702759,0.08823399990797043,1.0,6.0
1005.7000122070312,31.7,24.3,76.0,49.0,7.2,240.0,15.100000381469727,1.0,1,0.08596479873744647,0.9962981749346078,4.4000015,4.200001,1.4382850229740143,0.14693577587604523,0.0,5.0
1027.9000244140625,17.3,9.6,77.0,89.0,0.0,20.0,42.0,1.0,1,0.08596479873744647,0.9962981749346078,5.5999994,5.2,0.8651587963104248,0.0,1.0,4.0
1027.0999755859375,10.8,4.499998,61.0,95.0,0.1,20.0,24.0,1.0,1,0.08596479873744647,0.9962981749346078,2.6999998,4.9,0.688528448343277,0.0010526204714551568,2.0,3.0
1024.4000244140625,11.3,8.6,77.0,88.0,0.0,20.0,39.29999923706055,1.0,1,0.08596479873744647,0.9962981749346078,0.9000006,2.7999992,0.8749900460243225,0.0,3.0,2.0
1025.9000244140625,17.0,9.8,96.0,94.0,0.0,30.0,21.899999618530273,1.0,1,0.10310169744743485,0.9946708199115211,4.6000004,3.8999996,1.0212657451629639,0.0,4.0,1.0
1015.2000122070312,14.3,11.1,92.0,100.0,0.0,50.0,15.300000190734863,1.0,1,0.10310169744743485,0.9946708199115211,2.9000006,1.7999992,0.9199907779693604,0.0,5.0,0.0
1022.7000122070312,15.1,11.5,93.0,100.0,0.0,40.0,24.5,1.0,1,0.10310169744743485,0.9946708199115211,5.3,1.8000002,0.9299907088279724,0.0,6.0,0.0
1021.5999755859375,14.3,11.1,67.0,91.0,0.0,20.0,48.562498688697815,0.0,1,0.10310169744743485,0.9946708199115211,2.5,2.5999994,0.7362556457519531,0.0,0.0,0.0
1022.7000122070312,20.6,12.5,79.0,81.0,0.0,20.0,15.699999809265137,1.0,1,0.10310169744743485,0.9946708199115211,4.1000004,6.1000004,0.9752966165542603,0.0,0.0,0.0
1020.5999755859375,17.6,6.8,60.5,40.5,2.4,20.0,33.5,0.0,1,0.10310169744743485,0.9946708199115211,6.4000006,6.3999996,1.4382850229740143,0.09599616378545761,0.0,1.0
1002.5,32.0,24.9,84.0,73.0,8.4,20.0,9.5,1.0,1,0.10310169744743485,0.9946708199115211,5.6000004,4.0,1.1506692171096802,0.11506691575050354,0.0,0.0
1022.2000122070312,14.8,10.4,84.0,88.0,0.0,20.0,30.0,1.0,1,0.1202080448993527,0.9927487224577402,8.349997,2.1000004,0.9545345902442932,0.0,1.0,0.0
1020.7999877929688,12.2,4.499998,60.5,40.5,9.0,20.0,26.0,0.0,1,0.1202080448993527,0.9927487224577402,4.5,7.5,1.4382850229740143,0.24317815504036844,0.0,0.0
1027.4000244140625,10.4,4.499998,77.0,92.0,0.0,60.0,39.5,1.0,1,0.1202080448993527,0.9927487224577402,2.2999992,8.199995,0.8369474411010742,0.0,0.0,1.0
1012.0,30.1,20.6,70.0,44.0,10.2,20.0,9.5,0.0,1,0.1202080448993527,0.9927487224577402,6.800001,6.199999,1.4382850229740143,0.23181290924549103,0.0,0.0
1022.7999877929688,19.5,11.3,60.5,46.0,7.6,20.0,28.399999618530273,0.0,1,0.1202080448993527,0.9927487224577402,4.2,7.0999994,1.2173649072647095,0.16521379351615906,1.0,1.0
1015.2000122070312,17.2,12.2,92.0,94.0,0.0,50.0,27.399999618530273,1.0,1,0.1202080448993527,0.9927487224577402,7.200001,1.5,0.9787129759788513,0.0,0.0,0.0
1024.0999755859375,15.4,11.7,60.5,67.0,5.6,60.0,25.200000762939453,1.0,1,0.1202080448993527,0.9927487224577402,5.3999996,2.1000004,0.865658700466156,0.08358084410429001,1.0,1.0
1013.7000122070312,26.3,19.9,91.0,74.0,3.1,70.0,38.0,0.0,1,0.13727877211326478,0.9905324521322229,3.0,4.5,1.2297130823135376,0.041891325265169144,0.0,0.0
1022.5999755859375,15.9,7.7,81.0,78.0,2.2,20.0,29.600000381469727,0.0,1,0.13727877211326478,0.9905324521322229,5.0999994,3.6000004,1.0384482145309448,0.028204767033457756,1.0,12.5
1019.7000122070312,15.8,11.8,96.0,100.0,0.0,50.0,48.562498688697815,1.0,1,0.13727877211326478,0.9905324521322229,3.1000004,1.8000002,0.959990382194519,0.0,0.0,12.0
1017.7999877929688,17.2,15.7,98.0,93.0,0.0,40.0,48.562498688697815,1.0,1,0.13727877211326478,0.9905324521322229,1.2000008,2.1999998,1.053752064704895,0.0,1.0,11.0
1017.7999877929688,17.4,11.4,98.0,99.0,0.0,50.0,38.29999923706055,1.0,1,0.13727877211326478,0.9905324521322229,7.5999994,2.3000002,0.9898890256881714,0.0,2.0,10.0
1018.9000244140625,15.0,11.2,96.0,100.0,0.0,20.0,29.0,1.0,1,0.13727877211326478,0.9905324521322229,2.3000002,2.4000006,0.959990382194519,0.0,3.0,9.0
1020.2999877929688,17.6,13.5,81.0,100.0,0.0,20.0,32.400001525878906,1.0,1,0.13727877211326478,0.9905324521322229,3.1000004,2.1999998,0.8099918961524963,0.0,4.0,8.0
1017.4000244140625,17.6,12.5,86.0,100.0,0.0,50.0,37.5,1.0,1,0.15430882066428117,0.9880226656636976,2.0,4.0,0.8599914312362671,0.0,5.0,7.0
1024.699951171875,10.9,4.6,79.0,96.0,0.0,70.0,27.899999618530273,1.0,1,0.15430882066428117,0.9880226656636976,3.8999996,4.2999997,0.8229081034660339,0.0,6.0,6.0
1024.0999755859375,15.5,11.6,86.0,78.0,0.6,20.0,21.600000381469727,1.0,1,0.15430882066428117,0.9880226656636976,4.3999996,1.8999996,1.1025500297546387,0.00769220944494009,7.0,5.0
1017.7000122070312,17.4,15.0,95.0,100.0,0.0,60.0,39.29999923706055,1.0,1,0.15430882066428117,0.9880226656636976,1.5,1.6000004,0.9499905109405518,0.0,8.0,4.0
1022.2000122070312,24.4,16.0,83.0,95.0,1.2,70.0,15.5,1.0,1,0.15430882066428117,0.9880226656636976,6.0,3.7000008,0.8736750483512878,0.012631446123123169,9.0,3.0
1019.5,14.3,11.2,92.0,100.0,0.0,20.0,28.200000762939453,1.0,1,0.15430882066428117,0.9880226656636976,2.6999998,2.5,0.9199907779693604,0.0,10.0,2.0
1022.9000244140625,11.6,8.4,60.5,86.0,0.0,30.0,28.600000381469727,1.0,1,0.15430882066428117,0.9880226656636976,0.70000076,2.9000006,0.688528448343277,0.0,11.0,1.0
1022.2999877929688,15.2,11.1,78.0,94.0,0.0,60.0,37.0,1.0,1,0.1712931441814776,0.9852201067560606,1.6999998,4.7,0.8297784328460693,0.0,12.0,0.0
1022.5,14.4,12.6,60.5,87.0,0.1,70.0,25.899999618530273,1.0,1,0.1712931441814776,0.9852201067560606,3.5999994,-0.20000076,0.688528448343277,0.0011494121281430125,12.5,0.0
1025.4000244140625,16.5,8.6,77.0,84.0,1.0,50.0,38.29999923706055,0.0,1,0.1712931441814776,0.9852201067560606,4.5,5.799999,0.9166557788848877,0.011904620565474033,0.0,1.0
1014.5,16.3,11.6,87.0,100.0,0.0,20.0,29.799999237060547,1.0,1,0.1712931441814776,0.9852201067560606,4.499999,3.0999994,0.8699913024902344,0.0,0.0,0.0
1027.5999755859375,17.2,9.9,76.0,89.0,0.5,20.0,48.0,1.0,1,0.1712931441814776,0.9852201067560606,4.500001,5.6000004,0.8539230227470398,0.005617914255708456,1.0,0.0
1023.7999877929688,15.1,4.499998,70.0,61.0,10.1,20.0,27.299999237060547,0.0,1,0.1712931441814776,0.9852201067560606,5.5,8.199995,1.147522211074829,0.16557106375694275,0.0,10.0
1021.0999755859375,15.5,8.6,61.0,95.0,0.0,40.0,24.899999618530273,1.0,1,0.1882267098432442,0.9821256058680006,3.6999998,5.5,0.688528448343277,0.0,0.0,9.0
1025.5999755859375,16.7,11.3,75.0,84.0,1.3,60.0,30.200000762939453,1.0,1,0.1882267098432442,0.9821256058680006,7.1000004,1.5999994,0.8928465247154236,0.015476006083190441,1.0,8.0
1016.7999877929688,16.3,14.0,97.0,100.0,0.0,40.0,24.399999618530273,1.0,1,0.1882267098432442,0.9821256058680006,2.1999989,1.3000002,0.9699903130531311,0.0,2.0,7.0
1027.0999755859375,18.5,10.1,75.0,89.0,0.0,60.0,39.5,1.0,1,0.1882267098432442,0.9821256058680006,4.8,5.299999,0.84268718957901,0.0,3.0,6.0
1013.7000122070312,16.3,13.3,90.0,100.0,0.0,70.0,30.0,1.0,1,0.1882267098432442,0.9821256058680006,1.6999989,1.8999996,0.899990975856781,0.0,4.0,5.0
1017.7000122070312,14.6,10.9,92.0,88.0,0.1,70.0,48.562498688697815,1.0,1,0.1882267098432442,0.9821256058680006,4.6000004,0.70000076,1.0454427003860474,0.0011363507946953177,5.0,4.0
1021.2999877929688,15.5,10.0,77.0,96.0,0.0,40.0,24.399999618530273,1.0,1,0.2051044998686192,0.9787400799669153,5.2,2.8999996,0.8020749688148499,0.0,6.0,3.0
1012.5,16.2,12.4,98.0,100.0,0.0,50.0,23.5,1.0,1,0.2051044998686192,0.9787400799669153,2.2000008,2.8000002,0.9799901843070984,0.0,7.0,2.0
1019.0,16.3,8.7,66.0,88.0,0.2,20.0,23.399999618530273,1.0,1,0.2051044998686192,0.9787400799669153,5.999999,3.4000006,0.7499914765357971,0.0022727015893906355,8.0,1.0
1017.7000122070312,17.0,15.7,93.0,100.0,0.0,70.0,30.299999237060547,1.0,1,0.2051044998686192,0.9787400799669153,2.1999998,0.9000006,0.9299907088279724,0.0,9.0,0.0
1027.5,14.3,4.499998,72.0,95.0,0.0,20.0,22.0,1.0,1,0.2051044998686192,0.9787400799669153,2.6999998,8.199995,0.7578867673873901,0.0,10.0,1.0
1024.9000244140625,20.2,11.7,70.0,40.5,9.1,20.0,48.562498688697815,0.0,1,0.2051044998686192,0.9787400799669153,5.6000004,5.000001,1.4382850229740143,0.23946739733219147,0.0,0.0
1023.9000244140625,18.2,13.7,69.0,55.0,2.4,60.0,48.562498688697815,0.0,1,0.22192151300416552,0.9750645322571948,2.8000011,3.500001,1.254522681236267,0.043635573238134384,1.0,3.0
1016.7999877929688,15.8,13.3,79.0,94.0,0.0,70.0,39.5,1.0,1,0.22192151300416552,0.9750645322571948,1.1999998,2.0,0.8404166102409363,0.0,0.0,2.0
1020.4000244140625,15.0,12.0,77.0,86.0,0.0,50.0,32.400001525878906,1.0,1,0.22192151300416552,0.9750645322571948,1.8000002,3.5,0.8953384160995483,0.0,1.0,1.0
1024.699951171875,14.6,11.3,79.0,91.0,0.0,10.0,48.562498688697815,1.0,1,0.22192151300416552,0.9750645322571948,2.0,1.5999994,0.8681223392486572,0.0,2.0,0.0
1011.5,18.6,16.0,77.0,88.0,0.1,30.0,32.5,1.0,1,0.22192151300416552,0.9750645322571948,3.2000008,1.3999996,0.8749900460243225,0.0011363507946953177,3.0,0.0
1024.300048828125,17.4,8.6,72.0,100.0,0.0,10.0,39.29999923706055,0.0,1,0.22192151300416552,0.9750645322571948,5.5999994,5.0,0.7199928164482117,0.0,0.0,5.0
1020.5,18.0,13.6,79.0,88.0,0.0,20.0,28.600000381469727,1.0,1,0.2386727660059501,0.9711000518829505,2.6999998,3.0,0.8977170586585999,0.0,0.0,4.0
1022.4000244140625,18.5,12.1,76.0,88.0,0.0,50.0,29.600000381469727,1.0,1,0.2386727660059501,0.9711000518829505,3.1999998,4.3999996,0.8636265397071838,0.0,1.0,3.0
1022.9000244140625,18.5,15.0,91.0,93.0,0.0,20.0,25.0,1.0,1,0.2386727660059501,0.9711000518829505,3.8000002,1.5,0.9784840941429138,0.0,2.0,2.0
1012.5,13.5,11.8,87.0,92.0,0.0,50.0,37.0,1.0,1,0.2386727660059501,0.9711000518829505,1.8999996,1.0999994,0.9456418752670288,0.0,3.0,1.0
1019.0,17.8,15.7,98.0,100.0,0.0,50.0,28.600000381469727,1.0,1,0.2386727660059501,0.9711000518829505,2.999999,0.40000057,0.9799901843070984,0.0,4.0,0.0
1024.300048828125,17.4,8.1,77.0,93.0,0.0,20.0,26.799999237060547,1.0,1,0.2386727660059501,0.9711000518829505,6.5,4.799999,0.8279480934143066,0.0,5.0,0.0
1023.2999877929688,18.2,12.5,72.0,51.0,10.0,30.0,11.300000190734863,0.0,1,0.255353295116187,0.9668478136052775,3.7000008,4.0,1.411737084388733,0.19607459008693695,0.0,0.0
1018.4000244140625,17.8,12.1,77.0,85.0,1.2,40.0,20.899999618530273,1.0,1,0.255353295116187,0.9668478136052775,2.6999989,4.3999996,0.9058716893196106,0.01411748118698597,0.0,0.0
1022.2000122070312,16.5,9.7,60.5,60.0,5.3,40.0,13.600000381469727,0.0,1,0.255353295116187,0.9668478136052775,5.0,3.4000006,0.866652250289917,0.08833186328411102,0.0,0.0
1020.2000122070312,17.3,13.1,84.0,88.0,0.0,30.0,28.299999237060547,1.0,1,0.255353295116187,0.9668478136052775,2.3999996,2.1999998,0.9545345902442932,0.0,0.0,0.0
1027.199951171875,20.6,11.8,75.0,51.0,7.4,50.0,15.199999809265137,0.0,1,0.255353295116187,0.9668478136052775,6.4000006,5.9000006,1.4382850229740143,0.14509519934654236,0.0,1.0
1024.300048828125,17.5,4.499998,60.5,81.0,0.0,20.0,14.600000381469727,1.0,1,0.255353295116187,0.9668478136052775,6.1000004,8.199995,0.7160405516624451,0.0,0.0,0.0
1019.9000244140625,20.6,15.9,97.0,99.0,0.0,40.0,20.399999618530273,1.0,1,0.255353295116187,0.9668478136052775,4.5,1.3000011,0.979788064956665,0.0,1.0,2.0
1023.7999877929688,18.1,4.499998,72.0,40.5,10.1,70.0,14.800000190734863,0.0,1,0.2719581575341055,0.9623090774541486,6.5,8.199995,1.4382850229740143,0.24317815504036844,0.0,1.0
1020.9000244140625,18.6,12.7,75.0,40.5,3.9,30.0,42.0,0.0,1,0.2719581575341055,0.9623090774541486,3.2000008,4.500001,1.4382850229740143,0.20525236427783966,1.0,0.0
1023.2999877929688,15.3,4.499998,72.0,40.5,9.2,20.0,44.70000076293945,0.0,1,0.2719581575341055,0.9623090774541486,4.7,8.199995,1.4382850229740143,0.24317815504036844,2.0,1.0
1024.300048828125,15.3,11.2,79.0,91.0,0.3,20.0,20.0,1.0,1,0.2719581575341055,0.9623090774541486,5.3,1.6999998,0.8681223392486572,0.003296667244285345,0.0,0.0
1021.2000122070312,15.3,10.9,91.0,80.0,2.2,40.0,19.799999237060547,1.0,1,0.2719581575341055,0.9623090774541486,3.6999998,1.7000008,1.1374857425689697,0.02749965712428093,1.0,2.0
1008.4000244140625,32.3,24.4,79.0,40.5,11.2,220.0,12.399999618530273,0.0,1,0.2719581575341055,0.9623090774541486,5.799999,4.6000004,1.4382850229740143,0.24317815504036844,0.0,1.0
1031.5375213623047,10.4,4.499998,60.5,40.5,10.0,20.0,34.29999923706055,0.0,1,0.2719581575341055,0.9623090774541486,3.3999996,6.2999997,1.4382850229740143,0.24317815504036844,1.0,0.0
1021.5,12.5,4.499998,75.0,69.0,4.3,20.0,19.799999237060547,0.0,1,0.288482432880609,0.9574851883550393,7.8,6.5,1.0869407653808594,0.06231794133782387,2.0,0.0
1022.5,16.3,4.499998,79.0,70.0,6.8,20.0,30.299999237060547,1.0,1,0.288482432880609,0.9574851883550393,4.8999996,8.199995,1.1285552978515625,0.09714147448539734,0.0,1.0
1025.9000244140625,10.9,4.499998,73.0,67.0,2.5,50.0,30.299999237060547,0.0,1,0.288482432880609,0.9574851883550393,3.8999996,7.6000004,1.0895359516143799,0.03731287643313408,0.0,0.0
1026.4000244140625,19.2,11.4,72.0,40.5,10.2,20.0,16.5,0.0,1,0.288482432880609,0.9574851883550393,6.6000004,3.2000008,1.4382850229740143,0.24317815504036844,1.0,0.0
1014.5,18.7,17.4,97.0,95.0,0.0,50.0,25.0,1.0,1,0.288482432880609,0.9574851883550393,1.7000008,0.20000076,1.0210418701171875,0.0,0.0,0.0
1020.7999877929688,16.2,4.499998,77.0,60.0,10.2,20.0,30.299999237060547,0.0,1,0.288482432880609,0.9574851883550393,5.6000004,8.199995,1.2833119630813599,0.1699971705675125,0.0,0.0
1024.699951171875,15.1,6.0,60.5,86.0,10.2,20.0,19.299999237060547,1.0,1,0.288482432880609,0.9574851883550393,3.5,7.7,0.688528448343277,0.11860327422618866,0.0,0.0
1023.7000122070312,15.8,4.499998,72.0,40.5,9.1,20.0,9.199999809265137,0.0,1,0.30492122465628907,0.9523775757303974,8.1,6.1000004,1.4382850229740143,0.24317815504036844,0.0,0.0
1024.300048828125,14.3,10.7,73.0,88.0,0.1,60.0,32.900001525878906,1.0,1,0.30492122465628907,0.9523775757303974,1.8000002,2.6000004,0.8295360207557678,0.0011363507946953177,0.0,0.0
1023.9000244140625,19.5,9.8,72.0,40.5,10.2,20.0,28.600000381469727,0.0,1,0.30492122465628907,0.9523775757303974,4.1000004,6.5999994,1.4382850229740143,0.24317815504036844,0.0,1.0
1023.2000122070312,17.6,11.0,79.0,88.0,0.0,20.0,20.399999618530273,1.0,1,0.30492122465628907,0.9523775757303974,8.200001,2.6999998,0.8977170586585999,0.0,0.0,0.0
1024.9000244140625,15.3,8.6,63.0,91.0,0.0,20.0,18.0,1.0,1,0.30492122465628907,0.9523775757303974,5.3,4.2,0.6923000812530518,0.0,1.0,3.0
1031.5375213623047,17.5,11.8,68.0,60.0,2.5,50.0,13.399999618530273,0.0,1,0.30492122465628907,0.9523775757303974,3.3999996,4.4000006,1.1333144903182983,0.04166597127914429,0.0,2.0
1024.0999755859375,19.8,7.2,62.0,40.5,10.2,60.0,24.899999618530273,0.0,1,0.3212696616923644,0.9469877530760753,5.3999996,8.199995,1.4382850229740143,0.24317815504036844,1.0,1.0
1027.800048828125,19.7,11.1,67.0,44.0,9.9,20.0,20.5,0.0,1,0.3212696616923644,0.9469877530760753,5.000001,5.6000004,1.4382850229740143,0.22499488294124603,2.0,0.0
1020.5999755859375,17.1,11.2,78.0,40.5,9.8,60.0,34.0,0.0,1,0.3212696616923644,0.9469877530760753,3.6000004,4.0,1.4382850229740143,0.24317815504036844,3.0,0.0
1031.5375213623047,11.2,4.499998,77.0,95.0,0.0,40.0,16.0,1.0,1,0.3212696616923644,0.9469877530760753,4.2,6.9999995,0.8105177879333496,0.0,0.0,0.0
1024.4000244140625,19.1,13.0,70.0,46.0,10.1,60.0,11.300000190734863,0.0,1,0.3212696616923644,0.9469877530760753,4.5,4.3999996,1.4382850229740143,0.21956045925617218,0.0,0.0
1024.0999755859375,16.8,12.9,76.0,77.0,0.0,20.0,20.5,1.0,1,0.3212696616923644,0.9469877530760753,2.7999992,2.9000006,0.9870001673698425,0.0,0.0,4.0
1023.5999755859375,12.5,6.2,72.0,40.5,9.1,20.0,33.400001525878906,0.0,1,0.3375228995941133,0.9413173175128471,3.6999998,4.2,1.4382850229740143,0.24317815504036844,0.0,3.0
1025.300048828125,12.9,4.499998,60.5,40.5,8.8,10.0,31.799999237060547,0.0,1,0.3375228995941133,0.9413173175128471,5.3999996,3.9,1.4382850229740143,0.24317815504036844,1.0,2.0
1021.5999755859375,20.3,13.2,76.0,40.5,10.2,10.0,48.562498688697815,0.0,1,0.3375228995941133,0.9413173175128471,5.999999,2.9000006,1.4382850229740143,0.24317815504036844,2.0,1.0
1023.7999877929688,20.2,11.4,78.0,40.5,10.2,40.0,9.600000381469727,0.0,1,0.3375228995941133,0.9413173175128471,5.800001,5.200001,1.4382850229740143,0.24317815504036844,3.0,0.0
1021.2999877929688,19.6,12.6,64.0,73.0,5.2,60.0,20.200000762939453,0.0,1,0.3375228995941133,0.9413173175128471,3.9000006,5.0,0.8767003417015076,0.0712319016456604,4.0,6.0
1020.2000122070312,16.4,11.6,75.0,93.0,0.1,40.0,21.899999618530273,1.0,1,0.3375228995941133,0.9413173175128471,3.6999998,2.5999994,0.8064429759979248,0.0010752573143690825,0.0,5.0
1020.5999755859375,18.6,13.0,92.0,92.0,0.0,20.0,23.700000762939453,1.0,1,0.3536761221763716,0.9353679493131483,2.8000002,4.299999,0.9999891519546509,0.0,1.0,4.0
1020.5999755859375,15.3,4.499998,76.0,93.0,0.0,20.0,40.0,1.0,1,0.3536761221763716,0.9353679493131483,3.9000006,8.199995,0.8171955347061157,0.0,2.0,3.0
1017.5999755859375,17.3,13.0,93.0,95.0,0.0,20.0,35.79999923706055,1.0,1,0.3536761221763716,0.9353679493131483,2.5999994,3.1000004,0.9789370894432068,0.0,3.0,2.0
1020.0999755859375,13.3,10.5,89.0,85.0,1.9,20.0,9.899999618530273,1.0,1,0.3536761221763716,0.9353679493131483,1.6999998,3.8999996,1.0470465421676636,0.022352678701281548,4.0,1.0
1022.4000244140625,17.7,11.3,92.0,88.0,0.4,30.0,41.29999923706055,1.0,1,0.3536761221763716,0.9353679493131483,2.9000006,5.0999994,1.0454427003860474,0.004545403178781271,5.0,0.0
1022.2999877929688,18.0,15.5,86.0,91.0,1.0,50.0,14.800000190734863,1.0,1,0.3536761221763716,0.9353679493131483,3.3999996,1.0,0.9450445771217346,0.010988890193402767,6.0,1.0
1023.9000244140625,20.3,14.7,74.0,43.0,10.2,30.0,14.100000381469727,0.0,1,0.3697245428906731,0.9291414114031743,3.8999996,2.5999994,1.4382850229740143,0.23720379173755646,0.0,0.0
1027.9000244140625,21.6,13.7,77.0,93.0,0.6,20.0,15.100000381469727,0.0,1,0.3697245428906731,0.9291414114031743,5.300001,4.8,0.8279480934143066,0.006451543886214495,1.0,0.0
1016.7000122070312,17.4,13.3,90.0,92.0,0.0,40.0,22.100000381469727,1.0,1,0.3697245428906731,0.9291414114031743,1.8999996,3.3000002,0.97825026512146,0.0,0.0,2.0
1022.5999755859375,21.9,14.3,60.5,49.0,9.1,50.0,10.199999809265137,0.0,1,0.3697245428906731,0.9291414114031743,6.0999994,3.499999,1.061202883720398,0.18571050465106964,0.0,1.0
1021.7999877929688,21.8,14.0,72.0,40.5,10.0,40.0,14.600000381469727,0.0,1,0.3697245428906731,0.9291414114031743,5.299999,4.3999996,1.4382850229740143,0.24317815504036844,1.0,0.0
